,C_CODI_AGP,AGRUPACION,IMAGENAGRUPACION,PORC_AVANCE_ACTA,ACTAS_COMPUTADA,TOTAL_MESAS,TOTAL_VOTOS,NLISTA,POR_VALIDOS,POR_EMITIDOS,fecha,hora,avance,ubigeo,ubigeo_reniec,departamento,provincia,distrito
132,17,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,,100.0,2,2,213,00000017.jpg,45.708,41.765,10/10/2022,10:52 h,100.0000,10119,10119,AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO
133,10,PARTIDO MORADO,,100.0,5,5,0,00000010.jpg,0.0,0.0,10/10/2022,10:52 h,100.0000,10120,10120,AMAZONAS,CHACHAPOYAS,SOLOCO
134,15,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,,100.0,5,5,5,00000015.jpg,0.541,0.477,10/10/2022,10:52 h,100.0000,10120,10120,AMAZONAS,CHACHAPOYAS,SOLOCO
135,4,ALIANZA PARA EL PROGRESO,,100.0,5,5,21,00000004.jpg,2.27,2.004,10/10/2022,10:52 h,100.0000,10120,10120,AMAZONAS,CHACHAPOYAS,SOLOCO
136,17,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,,100.0,5,5,137,00000017.jpg,14.811,13.073,10/10/2022,10:52 h,100.0000,10120,10120,AMAZONAS,CHACHAPOYAS,SOLOCO
137,5,JUNTOS POR EL PERU,,100.0,5,5,149,00000005.jpg,16.108,14.218,10/10/2022,10:52 h,100.0000,10120,10120,AMAZONAS,CHACHAPOYAS,SOLOCO
138,3,RENOVACION POPULAR,,100.0,5,5,189,00000003.jpg,20.432,18.034,10/10/2022,10:52 h,100.0000,10120,10120,AMAZONAS,CHACHAPOYAS,SOLOCO
139,16,SENTIMIENTO AMAZONENSE REGIONAL,,100.0,5,5,424,00000016.jpg,45.838,40.458,10/10/2022,10:52 h,100.0000,10120,10120,AMAZONAS,CHACHAPOYAS,SOLOCO
140,15,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,,100.0,2,2,1,00000015.jpg,0.402,0.361,10/10/2022,10:52 h,100.0000,10121,10121,AMAZONAS,CHACHAPOYAS,SONCHE
141,4,ALIANZA PARA EL PROGRESO,,100.0,2,2,1,00000004.jpg,0.402,0.361,10/10/2022,10:52 h,100.0000,10121,10121,AMAZONAS,CHACHAPOYAS,SONCHE
142,5,JUNTOS POR EL PERU,,100.0,2,2,5,00000005.jpg,2.008,1.805,10/10/2022,10:52 h,100.0000,10121,10121,AMAZONAS,CHACHAPOYAS,SONCHE
143,10,PARTIDO MORADO,,100.0,2,2,5,00000010.jpg,2.008,1.805,10/10/2022,10:52 h,100.0000,10121,10121,AMAZONAS,CHACHAPOYAS,SONCHE
144,17,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,,100.0,2,2,58,00000017.jpg,23.293,20.939,10/10/2022,10:52 h,100.0000,10121,10121,AMAZONAS,CHACHAPOYAS,SONCHE
145,16,SENTIMIENTO AMAZONENSE REGIONAL,,100.0,2,2,79,00000016.jpg,31.727,28.52,10/10/2022,10:52 h,100.0000,10121,10121,AMAZONAS,CHACHAPOYAS,SONCHE
146,3,RENOVACION POPULAR,,100.0,2,2,100,00000003.jpg,40.161,36.101,10/10/2022,10:52 h,100.0000,10121,10121,AMAZONAS,CHACHAPOYAS,SONCHE
147,10,PARTIDO MORADO,,100.0,27,27,5,00000010.jpg,0.121,0.108,10/10/2022,10:52 h,96.4286,10201,10201,AMAZONAS,BAGUA,LA PECA
148,6,FUERZA POPULAR,,100.0,27,27,15,00000006.jpg,0.362,0.324,10/10/2022,10:52 h,96.4286,10201,10201,AMAZONAS,BAGUA,LA PECA
149,14,MOVIMIENTO POLITICO REGIONAL ENERGIA COMUNAL AMAZONICA,,100.0,27,27,40,00000014.jpg,0.966,0.863,10/10/2022,10:52 h,96.4286,10201,10201,AMAZONAS,BAGUA,LA PECA
150,15,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,,100.0,27,27,292,00000015.jpg,7.051,6.301,10/10/2022,10:52 h,96.4286,10201,10201,AMAZONAS,BAGUA,LA PECA
151,16,SENTIMIENTO AMAZONENSE REGIONAL,,100.0,27,27,501,00000016.jpg,12.099,10.811,10/10/2022,10:52 h,96.4286,10201,10201,AMAZONAS,BAGUA,LA PECA
152,3,RENOVACION POPULAR,,100.0,27,27,566,00000003.jpg,13.668,12.214,10/10/2022,10:52 h,96.4286,10201,10201,AMAZONAS,BAGUA,LA PECA
153,4,ALIANZA PARA EL PROGRESO,,100.0,27,27,"1,047",00000004.jpg,25.284,22.594,10/10/2022,10:52 h,96.4286,10201,10201,AMAZONAS,BAGUA,LA PECA
154,17,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,,100.0,27,27,"1,675",00000017.jpg,40.449,36.146,10/10/2022,10:52 h,96.4286,10201,10201,AMAZONAS,BAGUA,LA PECA
155,10,PARTIDO MORADO,,100.0,32,32,5,00000010.jpg,0.095,0.082,10/10/2022,10:52 h,100.0000,10202,10202,AMAZONAS,BAGUA,ARAMANGO
156,6,FUERZA POPULAR,,100.0,32,32,24,00000006.jpg,0.458,0.392,10/10/2022,10:52 h,100.0000,10202,10202,AMAZONAS,BAGUA,ARAMANGO
157,14,MOVIMIENTO POLITICO REGIONAL ENERGIA COMUNAL AMAZONICA,,100.0,32,32,30,00000014.jpg,0.573,0.489,10/10/2022,10:52 h,100.0000,10202,10202,AMAZONAS,BAGUA,ARAMANGO
158,3,RENOVACION POPULAR,,100.0,32,32,324,00000003.jpg,6.187,5.285,10/10/2022,10:52 h,100.0000,10202,10202,AMAZONAS,BAGUA,ARAMANGO
159,15,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,,100.0,32,32,909,00000015.jpg,17.357,14.829,10/10/2022,10:52 h,100.0000,10202,10202,AMAZONAS,BAGUA,ARAMANGO
160,16,SENTIMIENTO AMAZONENSE REGIONAL,,100.0,32,32,961,00000016.jpg,18.35,15.677,10/10/2022,10:52 h,100.0000,10202,10202,AMAZONAS,BAGUA,ARAMANGO
161,4,ALIANZA PARA EL PROGRESO,,100.0,32,32,"1,308",00000004.jpg,24.976,21.338,10/10/2022,10:52 h,100.0000,10202,10202,AMAZONAS,BAGUA,ARAMANGO
162,17,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,,100.0,32,32,"1,676",00000017.jpg,32.003,27.341,10/10/2022,10:52 h,100.0000,10202,10202,AMAZONAS,BAGUA,ARAMANGO
163,10,PARTIDO MORADO,,100.0,15,15,1,00000010.jpg,0.035,0.03,10/10/2022,10:52 h,100.0000,10203,10203,AMAZONAS,BAGUA,COPALLIN
164,14,MOVIMIENTO POLITICO REGIONAL ENERGIA COMUNAL AMAZONICA,,100.0,15,15,7,00000014.jpg,0.244,0.213,10/10/2022,10:52 h,100.0000,10203,10203,AMAZONAS,BAGUA,COPALLIN
165,6,FUERZA POPULAR,,100.0,15,15,12,00000006.jpg,0.419,0.364,10/10/2022,10:52 h,100.0000,10203,10203,AMAZONAS,BAGUA,COPALLIN
166,15,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,,100.0,15,15,88,00000015.jpg,3.069,2.672,10/10/2022,10:52 h,100.0000,10203,10203,AMAZONAS,BAGUA,COPALLIN
167,3,RENOVACION POPULAR,,100.0,15,15,197,00000003.jpg,6.871,5.982,10/10/2022,10:52 h,100.0000,10203,10203,AMAZONAS,BAGUA,COPALLIN
168,16,SENTIMIENTO AMAZONENSE REGIONAL,,100.0,15,15,327,00000016.jpg,11.406,9.93,10/10/2022,10:52 h,100.0000,10203,10203,AMAZONAS,BAGUA,COPALLIN
169,17,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,,100.0,15,15,947,00000017.jpg,33.031,28.758,10/10/2022,10:52 h,100.0000,10203,10203,AMAZONAS,BAGUA,COPALLIN
170,4,ALIANZA PARA EL PROGRESO,,100.0,15,15,"1,288",00000004.jpg,44.925,39.113,10/10/2022,10:52 h,100.0000,10203,10203,AMAZONAS,BAGUA,COPALLIN
171,10,PARTIDO MORADO,,100.0,5,5,0,00000010.jpg,0.0,0.0,10/10/2022,10:52 h,100.0000,10204,10204,AMAZONAS,BAGUA,EL PARCO
172,6,FUERZA POPULAR,,100.0,5,5,3,00000006.jpg,0.297,0.27,10/10/2022,10:52 h,100.0000,10204,10204,AMAZONAS,BAGUA,EL PARCO
173,14,MOVIMIENTO POLITICO REGIONAL ENERGIA COMUNAL AMAZONICA,,100.0,5,5,6,00000014.jpg,0.595,0.54,10/10/2022,10:52 h,100.0000,10204,10204,AMAZONAS,BAGUA,EL PARCO
174,3,RENOVACION POPULAR,,100.0,5,5,32,00000003.jpg,3.171,2.878,10/10/2022,10:52 h,100.0000,10204,10204,AMAZONAS,BAGUA,EL PARCO
175,15,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,,100.0,5,5,72,00000015.jpg,7.136,6.475,10/10/2022,10:52 h,100.0000,10204,10204,AMAZONAS,BAGUA,EL PARCO
176,16,SENTIMIENTO AMAZONENSE REGIONAL,,100.0,5,5,258,00000016.jpg,25.57,23.201,10/10/2022,10:52 h,100.0000,10204,10204,AMAZONAS,BAGUA,EL PARCO
177,4,ALIANZA PARA EL PROGRESO,,100.0,5,5,313,00000004.jpg,31.021,28.147,10/10/2022,10:52 h,100.0000,10204,10204,AMAZONAS,BAGUA,EL PARCO
178,17,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,,100.0,5,5,325,00000017.jpg,32.21,29.227,10/10/2022,10:52 h,100.0000,10204,10204,AMAZONAS,BAGUA,EL PARCO
179,10,PARTIDO MORADO,,100.0,66,66,52,00000010.jpg,0.409,0.365,10/10/2022,10:52 h,100.0000,10205,10205,AMAZONAS,BAGUA,BAGUA
180,6,FUERZA POPULAR,,100.0,66,66,111,00000006.jpg,0.874,0.779,10/10/2022,10:52 h,100.0000,10205,10205,AMAZONAS,BAGUA,BAGUA
181,14,MOVIMIENTO POLITICO REGIONAL ENERGIA COMUNAL AMAZONICA,,100.0,66,66,406,00000014.jpg,3.196,2.85,10/10/2022,10:52 h,100.0000,10205,10205,AMAZONAS,BAGUA,BAGUA
182,15,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,,100.0,66,66,"1,416",00000015.jpg,11.145,9.941,10/10/2022,10:52 h,100.0000,10205,10205,AMAZONAS,BAGUA,BAGUA
183,3,RENOVACION POPULAR,,100.0,66,66,"1,522",00000003.jpg,11.98,10.685,10/10/2022,10:52 h,100.0000,10205,10205,AMAZONAS,BAGUA,BAGUA
184,4,ALIANZA PARA EL PROGRESO,,100.0,66,66,"2,272",00000004.jpg,17.883,15.951,10/10/2022,10:52 h,100.0000,10205,10205,AMAZONAS,BAGUA,BAGUA
185,16,SENTIMIENTO AMAZONENSE REGIONAL,,100.0,66,66,"2,728",00000016.jpg,21.472,19.152,10/10/2022,10:52 h,100.0000,10205,10205,AMAZONAS,BAGUA,BAGUA
186,17,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,,100.0,66,66,"4,198",00000017.jpg,33.042,29.472,10/10/2022,10:52 h,100.0000,10205,10205,AMAZONAS,BAGUA,BAGUA
187,10,PARTIDO MORADO,,100.0,77,77,15,00000010.jpg,0.165,0.122,10/10/2022,10:52 h,91.6667,10206,10206,AMAZONAS,BAGUA,IMAZA
188,4,ALIANZA PARA EL PROGRESO,,100.0,77,77,183,00000004.jpg,2.012,1.491,10/10/2022,10:52 h,91.6667,10206,10206,AMAZONAS,BAGUA,IMAZA
189,6,FUERZA POPULAR,,100.0,77,77,554,00000006.jpg,6.092,4.515,10/10/2022,10:52 h,91.6667,10206,10206,AMAZONAS,BAGUA,IMAZA
190,16,SENTIMIENTO AMAZONENSE REGIONAL,,100.0,77,77,"1,257",00000016.jpg,13.822,10.244,10/10/2022,10:52 h,91.6667,10206,10206,AMAZONAS,BAGUA,IMAZA
191,14,MOVIMIENTO POLITICO REGIONAL ENERGIA COMUNAL AMAZONICA,,100.0,77,77,"1,395",00000014.jpg,15.34,11.369,10/10/2022,10:52 h,91.6667,10206,10206,AMAZONAS,BAGUA,IMAZA
192,15,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,,100.0,77,77,"1,609",00000015.jpg,17.693,13.113,10/10/2022,10:52 h,91.6667,10206,10206,AMAZONAS,BAGUA,IMAZA
193,3,RENOVACION POPULAR,,100.0,77,77,"1,934",00000003.jpg,21.267,15.762,10/10/2022,10:52 h,91.6667,10206,10206,AMAZONAS,BAGUA,IMAZA
194,17,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,,100.0,77,77,"2,147",00000017.jpg,23.609,17.498,10/10/2022,10:52 h,91.6667,10206,10206,AMAZONAS,BAGUA,IMAZA
195,3,RENOVACION POPULAR,,100.0,3,3,53,00000003.jpg,10.474,8.998,10/10/2022,10:52 h,100.0000,10301,10301,AMAZONAS,BONGARA,JUMBILLA
196,16,SENTIMIENTO AMAZONENSE REGIONAL,,100.0,3,3,89,00000016.jpg,17.589,15.11,10/10/2022,10:52 h,100.0000,10301,10301,AMAZONAS,BONGARA,JUMBILLA
197,17,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,,100.0,3,3,123,00000017.jpg,24.308,20.883,10/10/2022,10:52 h,100.0000,10301,10301,AMAZONAS,BONGARA,JUMBILLA
198,15,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,,100.0,3,3,241,00000015.jpg,47.628,40.917,10/10/2022,10:52 h,100.0000,10301,10301,AMAZONAS,BONGARA,JUMBILLA
199,3,RENOVACION POPULAR,,100.0,3,3,50,00000003.jpg,9.524,8.772,10/10/2022,10:52 h,100.0000,10302,10302,AMAZONAS,BONGARA,COROSHA
200,17,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,,100.0,3,3,62,00000017.jpg,11.81,10.877,10/10/2022,10:52 h,100.0000,10302,10302,AMAZONAS,BONGARA,COROSHA
201,15,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,,100.0,3,3,135,00000015.jpg,25.714,23.684,10/10/2022,10:52 h,100.0000,10302,10302,AMAZONAS,BONGARA,COROSHA
202,16,SENTIMIENTO AMAZONENSE REGIONAL,,100.0,3,3,278,00000016.jpg,52.952,48.772,10/10/2022,10:52 h,100.0000,10302,10302,AMAZONAS,BONGARA,COROSHA
203,3,RENOVACION POPULAR,,100.0,3,3,27,00000003.jpg,5.294,4.647,10/10/2022,10:52 h,100.0000,10303,10303,AMAZONAS,BONGARA,CUISPES
204,17,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,,100.0,3,3,110,00000017.jpg,21.569,18.933,10/10/2022,10:52 h,100.0000,10303,10303,AMAZONAS,BONGARA,CUISPES
205,15,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,,100.0,3,3,147,00000015.jpg,28.824,25.301,10/10/2022,10:52 h,100.0000,10303,10303,AMAZONAS,BONGARA,CUISPES
206,16,SENTIMIENTO AMAZONENSE REGIONAL,,100.0,3,3,226,00000016.jpg,44.314,38.898,10/10/2022,10:52 h,100.0000,10303,10303,AMAZONAS,BONGARA,CUISPES
207,3,RENOVACION POPULAR,,100.0,2,2,20,00000003.jpg,6.431,5.814,10/10/2022,10:52 h,100.0000,10304,10304,AMAZONAS,BONGARA,CHISQUILLA
208,15,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,,100.0,2,2,56,00000015.jpg,18.006,16.279,10/10/2022,10:52 h,100.0000,10304,10304,AMAZONAS,BONGARA,CHISQUILLA
209,17,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,,100.0,2,2,113,00000017.jpg,36.334,32.849,10/10/2022,10:52 h,100.0000,10304,10304,AMAZONAS,BONGARA,CHISQUILLA
210,16,SENTIMIENTO AMAZONENSE REGIONAL,,100.0,2,2,122,00000016.jpg,39.228,35.465,10/10/2022,10:52 h,100.0000,10304,10304,AMAZONAS,BONGARA,CHISQUILLA
211,15,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,,100.0,2,2,5,00000015.jpg,1.812,1.689,10/10/2022,10:52 h,100.0000,10305,10305,AMAZONAS,BONGARA,CHURUJA
212,16,SENTIMIENTO AMAZONENSE REGIONAL,,100.0,2,2,73,00000016.jpg,26.449,24.662,10/10/2022,10:52 h,100.0000,10305,10305,AMAZONAS,BONGARA,CHURUJA
213,17,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,,100.0,2,2,98,00000017.jpg,35.507,33.108,10/10/2022,10:52 h,100.0000,10305,10305,AMAZONAS,BONGARA,CHURUJA
214,3,RENOVACION POPULAR,,100.0,2,2,100,00000003.jpg,36.232,33.784,10/10/2022,10:52 h,100.0000,10305,10305,AMAZONAS,BONGARA,CHURUJA
215,3,RENOVACION POPULAR,,100.0,16,16,392,00000003.jpg,15.655,11.2,10/10/2022,10:52 h,100.0000,10306,10306,AMAZONAS,BONGARA,FLORIDA
216,15,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,,100.0,16,16,396,00000015.jpg,15.815,11.314,10/10/2022,10:52 h,100.0000,10306,10306,AMAZONAS,BONGARA,FLORIDA
217,17,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,,100.0,16,16,820,00000017.jpg,32.748,23.429,10/10/2022,10:52 h,100.0000,10306,10306,AMAZONAS,BONGARA,FLORIDA
218,16,SENTIMIENTO AMAZONENSE REGIONAL,,100.0,16,16,896,00000016.jpg,35.783,25.6,10/10/2022,10:52 h,100.0000,10306,10306,AMAZONAS,BONGARA,FLORIDA
219,16,SENTIMIENTO AMAZONENSE REGIONAL,,0.0,0,0,0,00000016.jpg,0.0,0.0,10/10/2022,10:52 h,.0000,10307,10307,AMAZONAS,BONGARA,RECTA
220,17,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,,0.0,0,0,0,00000017.jpg,0.0,0.0,10/10/2022,10:52 h,.0000,10307,10307,AMAZONAS,BONGARA,RECTA
221,15,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,,0.0,0,0,0,00000015.jpg,0.0,0.0,10/10/2022,10:52 h,.0000,10307,10307,AMAZONAS,BONGARA,RECTA
222,3,RENOVACION POPULAR,,0.0,0,0,0,00000003.jpg,0.0,0.0,10/10/2022,10:52 h,.0000,10307,10307,AMAZONAS,BONGARA,RECTA
223,3,RENOVACION POPULAR,,100.0,2,2,8,00000003.jpg,2.067,1.909,10/10/2022,10:52 h,100.0000,10308,10308,AMAZONAS,BONGARA,SAN CARLOS
224,15,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,,100.0,2,2,41,00000015.jpg,10.594,9.785,10/10/2022,10:52 h,100.0000,10308,10308,AMAZONAS,BONGARA,SAN CARLOS
225,17,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,,100.0,2,2,104,00000017.jpg,26.873,24.821,10/10/2022,10:52 h,100.0000,10308,10308,AMAZONAS,BONGARA,SAN CARLOS
226,16,SENTIMIENTO AMAZONENSE REGIONAL,,100.0,2,2,234,00000016.jpg,60.465,55.847,10/10/2022,10:52 h,100.0000,10308,10308,AMAZONAS,BONGARA,SAN CARLOS
227,16,SENTIMIENTO AMAZONENSE REGIONAL,,100.0,5,5,125,00000016.jpg,12.089,11.101,10/10/2022,10:52 h,100.0000,10309,10309,AMAZONAS,BONGARA,SHIPASBAMBA
228,3,RENOVACION POPULAR,,100.0,5,5,185,00000003.jpg,17.892,16.43,10/10/2022,10:52 h,100.0000,10309,10309,AMAZONAS,BONGARA,SHIPASBAMBA
229,17,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,,100.0,5,5,300,00000017.jpg,29.014,26.643,10/10/2022,10:52 h,100.0000,10309,10309,AMAZONAS,BONGARA,SHIPASBAMBA
230,15,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,,100.0,5,5,424,00000015.jpg,41.006,37.655,10/10/2022,10:52 h,100.0000,10309,10309,AMAZONAS,BONGARA,SHIPASBAMBA
231,15,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,,100.0,4,4,84,00000015.jpg,11.57,10.54,10/10/2022,10:52 h,100.0000,10310,10310,AMAZONAS,BONGARA,VALERA
232,3,RENOVACION POPULAR,,100.0,4,4,181,00000003.jpg,24.931,22.71,10/10/2022,10:52 h,100.0000,10310,10310,AMAZONAS,BONGARA,VALERA
233,16,SENTIMIENTO AMAZONENSE REGIONAL,,100.0,4,4,214,00000016.jpg,29.477,26.851,10/10/2022,10:52 h,100.0000,10310,10310,AMAZONAS,BONGARA,VALERA
234,17,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,,100.0,4,4,247,00000017.jpg,34.022,30.991,10/10/2022,10:52 h,100.0000,10310,10310,AMAZONAS,BONGARA,VALERA
235,17,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,,100.0,17,17,521,00000017.jpg,15.899,14.676,10/10/2022,10:52 h,100.0000,10311,10311,AMAZONAS,BONGARA,YAMBRASBAMBA
236,16,SENTIMIENTO AMAZONENSE REGIONAL,,100.0,17,17,766,00000016.jpg,23.375,21.577,10/10/2022,10:52 h,100.0000,10311,10311,AMAZONAS,BONGARA,YAMBRASBAMBA
237,15,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,,100.0,17,17,824,00000015.jpg,25.145,23.211,10/10/2022,10:52 h,100.0000,10311,10311,AMAZONAS,BONGARA,YAMBRASBAMBA
238,3,RENOVACION POPULAR,,100.0,17,17,"1,166",00000003.jpg,35.581,32.845,10/10/2022,10:52 h,100.0000,10311,10311,AMAZONAS,BONGARA,YAMBRASBAMBA
239,15,MOVIMIENTO REGIONAL AMAZONENSE UNIDOS AL CAMPO,,100.0,21,21,468,00000015.jpg,14.365,10.896,10/10/2022,10:52 h,100.0000,10312,10312,AMAZONAS,BONGARA,JAZAN
240,17,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,,100.0,21,21,804,00000017.jpg,24.678,18.719,10/10/2022,10:52 h,100.0000,10312,10312,AMAZONAS,BONGARA,JAZAN
241,3,RENOVACION POPULAR,,100.0,21,21,909,00000003.jpg,27.901,21.164,10/10/2022,10:52 h,100.0000,10312,10312,AMAZONAS,BONGARA,JAZAN
242,16,SENTIMIENTO AMAZONENSE REGIONAL,,100.0,21,21,"1,077",00000016.jpg,33.057,25.076,10/10/2022,10:52 h,100.0000,10312,10312,AMAZONAS,BONGARA,JAZAN
243,5,JUNTOS POR EL PERU,,100.0,6,6,56,00000005.jpg,5.18,4.512,10/10/2022,10:52 h,100.0000,10401,10401,AMAZONAS,LUYA,LAMUD
244,4,ALIANZA PARA EL PROGRESO,,100.0,6,6,71,00000004.jpg,6.568,5.721,10/10/2022,10:52 h,100.0000,10401,10401,AMAZONAS,LUYA,LAMUD
245,16,SENTIMIENTO AMAZONENSE REGIONAL,,100.0,6,6,102,00000016.jpg,9.436,8.219,10/10/2022,10:52 h,100.0000,10401,10401,AMAZONAS,LUYA,LAMUD
246,17,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,,100.0,6,6,111,00000017.jpg,10.268,8.944,10/10/2022,10:52 h,100.0000,10401,10401,AMAZONAS,LUYA,LAMUD
247,3,RENOVACION POPULAR,,100.0,6,6,741,00000003.jpg,68.548,59.71,10/10/2022,10:52 h,100.0000,10401,10401,AMAZONAS,LUYA,LAMUD
248,5,JUNTOS POR EL PERU,,100.0,16,16,27,00000005.jpg,0.83,0.747,10/10/2022,10:52 h,100.0000,10402,10402,AMAZONAS,LUYA,CAMPORREDONDO
249,3,RENOVACION POPULAR,,100.0,16,16,365,00000003.jpg,11.217,10.097,10/10/2022,10:52 h,100.0000,10402,10402,AMAZONAS,LUYA,CAMPORREDONDO
250,4,ALIANZA PARA EL PROGRESO,,100.0,16,16,601,00000004.jpg,18.47,16.625,10/10/2022,10:52 h,100.0000,10402,10402,AMAZONAS,LUYA,CAMPORREDONDO
251,17,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,,100.0,16,16,"1,101",00000017.jpg,33.835,30.456,10/10/2022,10:52 h,100.0000,10402,10402,AMAZONAS,LUYA,CAMPORREDONDO
252,16,SENTIMIENTO AMAZONENSE REGIONAL,,100.0,16,16,"1,160",00000016.jpg,35.648,32.089,10/10/2022,10:52 h,100.0000,10402,10402,AMAZONAS,LUYA,CAMPORREDONDO
253,4,ALIANZA PARA EL PROGRESO,,100.0,6,6,9,00000004.jpg,0.968,0.86,10/10/2022,10:52 h,100.0000,10403,10403,AMAZONAS,LUYA,COCABAMBA
254,17,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,,100.0,6,6,81,00000017.jpg,8.71,7.744,10/10/2022,10:52 h,100.0000,10403,10403,AMAZONAS,LUYA,COCABAMBA
255,16,SENTIMIENTO AMAZONENSE REGIONAL,,100.0,6,6,227,00000016.jpg,24.409,21.702,10/10/2022,10:52 h,100.0000,10403,10403,AMAZONAS,LUYA,COCABAMBA
256,5,JUNTOS POR EL PERU,,100.0,6,6,277,00000005.jpg,29.785,26.482,10/10/2022,10:52 h,100.0000,10403,10403,AMAZONAS,LUYA,COCABAMBA
257,3,RENOVACION POPULAR,,100.0,6,6,336,00000003.jpg,36.129,32.122,10/10/2022,10:52 h,100.0000,10403,10403,AMAZONAS,LUYA,COCABAMBA
258,4,ALIANZA PARA EL PROGRESO,,100.0,6,6,13,00000004.jpg,1.091,0.924,10/10/2022,10:52 h,100.0000,10404,10404,AMAZONAS,LUYA,COLCAMAR
259,16,SENTIMIENTO AMAZONENSE REGIONAL,,100.0,6,6,94,00000016.jpg,7.886,6.681,10/10/2022,10:52 h,100.0000,10404,10404,AMAZONAS,LUYA,COLCAMAR
260,5,JUNTOS POR EL PERU,,100.0,6,6,160,00000005.jpg,13.423,11.372,10/10/2022,10:52 h,100.0000,10404,10404,AMAZONAS,LUYA,COLCAMAR
261,3,RENOVACION POPULAR,,100.0,6,6,357,00000003.jpg,29.95,25.373,10/10/2022,10:52 h,100.0000,10404,10404,AMAZONAS,LUYA,COLCAMAR
262,17,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,,100.0,6,6,568,00000017.jpg,47.651,40.37,10/10/2022,10:52 h,100.0000,10404,10404,AMAZONAS,LUYA,COLCAMAR
263,4,ALIANZA PARA EL PROGRESO,,100.0,6,6,3,00000004.jpg,0.26,0.233,10/10/2022,10:52 h,100.0000,10405,10405,AMAZONAS,LUYA,CONILA
264,5,JUNTOS POR EL PERU,,100.0,6,6,13,00000005.jpg,1.126,1.01,10/10/2022,10:52 h,100.0000,10405,10405,AMAZONAS,LUYA,CONILA
265,16,SENTIMIENTO AMAZONENSE REGIONAL,,100.0,6,6,329,00000016.jpg,28.485,25.563,10/10/2022,10:52 h,100.0000,10405,10405,AMAZONAS,LUYA,CONILA
266,3,RENOVACION POPULAR,,100.0,6,6,371,00000003.jpg,32.121,28.827,10/10/2022,10:52 h,100.0000,10405,10405,AMAZONAS,LUYA,CONILA
267,17,MOVIMIENTO REGIONAL VICTORIA AMAZONENSE,,100.0,6,6,439,00000017.jpg,38.009,34.11,10/10/2022,10:52 h,100.0000,10405,10405,AMAZONAS,LUYA,CONILA
268,4,ALIANZA PARA EL PROGRESO,,100.0,2,2,11,00000004.jpg,2.85,2.57,10/10/2022,10:52 h,100.0000,10406,10406,AMAZONAS,LUYA,INGUILPATA
269,16,SENTIMIENTO AMAZONENSE REGIONAL,,100.0,2,2,57,00000016.jpg,14.767,13.318,10/10/2022,10:52 h,100.0000,10406,10406,AMAZONAS,LUYA,INGUILPATA
